episode_id,seed,segment_id_oracle,regime_id_oracle,method,ambiguous,deterministic_skill,glm_proposed_skill,memory_preference,override_authorized,fallback_used,api_called,selected_skill,verification_status,abstain
27,4513,bias_dominant,C_bias_dominant_mixed,AMBIGUITY_GATED_STATELESS_GLM,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
27,4513,bias_dominant,C_bias_dominant_mixed,AMBIGUITY_GATED_MEMORY_FALLBACK,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
27,4513,bias_dominant,C_bias_dominant_mixed,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
27,4513,bias_dominant,C_bias_dominant_mixed,EVALUATOR_ONLY_ORACLE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False
28,4514,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
28,4514,bias_dominant,A_bias_low_noise,AMBIGUITY_GATED_STATELESS_GLM,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
28,4514,bias_dominant,A_bias_low_noise,AMBIGUITY_GATED_MEMORY_FALLBACK,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
28,4514,bias_dominant,A_bias_low_noise,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
28,4514,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
29,4516,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
29,4516,bias_dominant,A_bias_low_noise,AMBIGUITY_GATED_STATELESS_GLM,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
29,4516,bias_dominant,A_bias_low_noise,AMBIGUITY_GATED_MEMORY_FALLBACK,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
29,4516,bias_dominant,A_bias_low_noise,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
29,4516,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
30,4517,bias_dominant,C_bias_dominant_mixed,FROZEN_VARIANCE_RULE,True,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
30,4517,bias_dominant,C_bias_dominant_mixed,AMBIGUITY_GATED_STATELESS_GLM,True,INDEPENDENT_STOCHASTIC_RETRY,INDEPENDENT_STOCHASTIC_RETRY,,False,False,True,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
30,4517,bias_dominant,C_bias_dominant_mixed,AMBIGUITY_GATED_MEMORY_FALLBACK,True,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,True,False,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
30,4517,bias_dominant,C_bias_dominant_mixed,AMBIGUITY_GATED_MEMORY_ABSTAIN,True,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,True,False,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
30,4517,bias_dominant,C_bias_dominant_mixed,EVALUATOR_ONLY_ORACLE,True,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
31,4521,bias_dominant,C_bias_dominant_mixed,FROZEN_VARIANCE_RULE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
31,4521,bias_dominant,C_bias_dominant_mixed,AMBIGUITY_GATED_STATELESS_GLM,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
31,4521,bias_dominant,C_bias_dominant_mixed,AMBIGUITY_GATED_MEMORY_FALLBACK,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
31,4521,bias_dominant,C_bias_dominant_mixed,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
31,4521,bias_dominant,C_bias_dominant_mixed,EVALUATOR_ONLY_ORACLE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
32,4522,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
32,4522,bias_dominant,A_bias_low_noise,AMBIGUITY_GATED_STATELESS_GLM,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
32,4522,bias_dominant,A_bias_low_noise,AMBIGUITY_GATED_MEMORY_FALLBACK,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
32,4522,bias_dominant,A_bias_low_noise,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
32,4522,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4524,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4524,bias_dominant,A_bias_low_noise,AMBIGUITY_GATED_STATELESS_GLM,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4524,bias_dominant,A_bias_low_noise,AMBIGUITY_GATED_MEMORY_FALLBACK,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4524,bias_dominant,A_bias_low_noise,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4524,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
34,4531,noise_dominant,B_zero_mean_noise,FROZEN_VARIANCE_RULE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
34,4531,noise_dominant,B_zero_mean_noise,AMBIGUITY_GATED_STATELESS_GLM,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
34,4531,noise_dominant,B_zero_mean_noise,AMBIGUITY_GATED_MEMORY_FALLBACK,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
34,4531,noise_dominant,B_zero_mean_noise,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
34,4531,noise_dominant,B_zero_mean_noise,EVALUATOR_ONLY_ORACLE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
35,4537,noise_dominant,B_zero_mean_noise,FROZEN_VARIANCE_RULE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
35,4537,noise_dominant,B_zero_mean_noise,AMBIGUITY_GATED_STATELESS_GLM,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
35,4537,noise_dominant,B_zero_mean_noise,AMBIGUITY_GATED_MEMORY_FALLBACK,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
35,4537,noise_dominant,B_zero_mean_noise,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
35,4537,noise_dominant,B_zero_mean_noise,EVALUATOR_ONLY_ORACLE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
36,4542,noise_dominant,D_noise_dominant_mixed,FROZEN_VARIANCE_RULE,True,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
36,4542,noise_dominant,D_noise_dominant_mixed,AMBIGUITY_GATED_STATELESS_GLM,True,INDEPENDENT_STOCHASTIC_RETRY,INDEPENDENT_STOCHASTIC_RETRY,,False,False,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
36,4542,noise_dominant,D_noise_dominant_mixed,AMBIGUITY_GATED_MEMORY_FALLBACK,True,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,True,False,True,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
36,4542,noise_dominant,D_noise_dominant_mixed,AMBIGUITY_GATED_MEMORY_ABSTAIN,True,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,True,False,True,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
36,4542,noise_dominant,D_noise_dominant_mixed,EVALUATOR_ONLY_ORACLE,True,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
37,4543,noise_dominant,B_zero_mean_noise,FROZEN_VARIANCE_RULE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
37,4543,noise_dominant,B_zero_mean_noise,AMBIGUITY_GATED_STATELESS_GLM,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
37,4543,noise_dominant,B_zero_mean_noise,AMBIGUITY_GATED_MEMORY_FALLBACK,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
37,4543,noise_dominant,B_zero_mean_noise,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
37,4543,noise_dominant,B_zero_mean_noise,EVALUATOR_ONLY_ORACLE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
38,4544,noise_dominant,D_noise_dominant_mixed,FROZEN_VARIANCE_RULE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
38,4544,noise_dominant,D_noise_dominant_mixed,AMBIGUITY_GATED_STATELESS_GLM,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
38,4544,noise_dominant,D_noise_dominant_mixed,AMBIGUITY_GATED_MEMORY_FALLBACK,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
38,4544,noise_dominant,D_noise_dominant_mixed,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
38,4544,noise_dominant,D_noise_dominant_mixed,EVALUATOR_ONLY_ORACLE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
39,4546,noise_dominant,D_noise_dominant_mixed,FROZEN_VARIANCE_RULE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
39,4546,noise_dominant,D_noise_dominant_mixed,AMBIGUITY_GATED_STATELESS_GLM,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
39,4546,noise_dominant,D_noise_dominant_mixed,AMBIGUITY_GATED_MEMORY_FALLBACK,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
39,4546,noise_dominant,D_noise_dominant_mixed,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
39,4546,noise_dominant,D_noise_dominant_mixed,EVALUATOR_ONLY_ORACLE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
40,4549,noise_dominant,B_zero_mean_noise,FROZEN_VARIANCE_RULE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
40,4549,noise_dominant,B_zero_mean_noise,AMBIGUITY_GATED_STATELESS_GLM,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
40,4549,noise_dominant,B_zero_mean_noise,AMBIGUITY_GATED_MEMORY_FALLBACK,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
40,4549,noise_dominant,B_zero_mean_noise,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
40,4549,noise_dominant,B_zero_mean_noise,EVALUATOR_ONLY_ORACLE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
41,4550,mixed,A_bias_low_noise,FROZEN_VARIANCE_RULE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,False
41,4550,mixed,A_bias_low_noise,AMBIGUITY_GATED_STATELESS_GLM,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,False
41,4550,mixed,A_bias_low_noise,AMBIGUITY_GATED_MEMORY_FALLBACK,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,False
41,4550,mixed,A_bias_low_noise,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,False
41,4550,mixed,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,False
42,4551,mixed,B_zero_mean_noise,FROZEN_VARIANCE_RULE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
42,4551,mixed,B_zero_mean_noise,AMBIGUITY_GATED_STATELESS_GLM,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
42,4551,mixed,B_zero_mean_noise,AMBIGUITY_GATED_MEMORY_FALLBACK,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
42,4551,mixed,B_zero_mean_noise,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
42,4551,mixed,B_zero_mean_noise,EVALUATOR_ONLY_ORACLE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
43,4553,mixed,D_noise_dominant_mixed,FROZEN_VARIANCE_RULE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
43,4553,mixed,D_noise_dominant_mixed,AMBIGUITY_GATED_STATELESS_GLM,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
43,4553,mixed,D_noise_dominant_mixed,AMBIGUITY_GATED_MEMORY_FALLBACK,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
43,4553,mixed,D_noise_dominant_mixed,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
43,4553,mixed,D_noise_dominant_mixed,EVALUATOR_ONLY_ORACLE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
44,4554,mixed,A_bias_low_noise,FROZEN_VARIANCE_RULE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
44,4554,mixed,A_bias_low_noise,AMBIGUITY_GATED_STATELESS_GLM,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
44,4554,mixed,A_bias_low_noise,AMBIGUITY_GATED_MEMORY_FALLBACK,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
44,4554,mixed,A_bias_low_noise,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
44,4554,mixed,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,False,BOUNDED_PLANAR_COMPENSATION,,,False,False,False,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
45,4555,mixed,B_zero_mean_noise,FROZEN_VARIANCE_RULE,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
45,4555,mixed,B_zero_mean_noise,AMBIGUITY_GATED_STATELESS_GLM,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
45,4555,mixed,B_zero_mean_noise,AMBIGUITY_GATED_MEMORY_FALLBACK,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
45,4555,mixed,B_zero_mean_noise,AMBIGUITY_GATED_MEMORY_ABSTAIN,False,INDEPENDENT_STOCHASTIC_RETRY,,,False,False,False,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
